frase_quantidade
"LUVA, Quantidade: 9"
"CAIXA PAPELAO N. 15 O.S. 320X110X110, Quantidade: 2"
"CAIXA PAPELAO N. 11 O.S. 150X150X80, Quantidade: 2"
"CAIXA PAPELAO N. 09 O.S. 240X220X145, Quantidade: 2"
"CAIXA PAPELAO DUPLA NR.19 483X483X585 Marca: - Modelo: - Cor: - Tamanho:, Quantidade: 2"
"70011002-LUVA DEX 786/M8, Quantidade: 2"
"CAIXA PAPELAO DUPLA NR.16 406X406X570 Marca: - Modelo: - Cor: - Tamanho:, Quantidade: 2"
"SUCATA DE PAPELAO, Quantidade: 2"
"USO INS TAMPA BRANCA COPO DE PAPEL C/50 110ML, Quantidade: 2"
"USO INS SUPORTE PAPEL TOALHA EXACCTA UN, Quantidade: 2"
"USO INS SACO DE PAPEL P/ PAO 75KG PARDO C/500, Quantidade: 2"
"USO INS SACO DE PAPEL P/ PAO 5KG PARDO C/500, Quantidade: 2"
"USO INS FORMA DE PAPEL BRIGADEIRO, Quantidade: 2"
"USO INS COPO DE PAPEL C/ 50 110ML, Quantidade: 2"
"CAIXA PAPELAO N. 18 O.D. 465X465X465, Quantidade: 2"
"CAIXA PAPELAO N. 21 O.D. 468X468X202, Quantidade: 2"
"CAIXA PAPELAO NR.17 485X405X235 Marca: - Modelo: - Cor: - Tamanho:, Quantidade: 2"
"CAIXA PAPELAO N. 22 O.D. 206X206X115, Quantidade: 2"
"CAIXA PAPELAO NR.15 320X110X110 Marca: - Modelo: - Cor: - Tamanho:, Quantidade: 2"
"CAIXA PAPELAO NR.11 150X1150X80 Marca: - Modelo: - Cor: - Tamanho:, Quantidade: 2"
"CAIXA PAPELAO NR.10 400X250X270 Marca: - Modelo: - Cor: - Tamanho:, Quantidade: 2"
"CAIXA PAPELAO NR.09 240X220X145 Marca: - Modelo: - Cor: - Tamanho:, Quantidade: 2"
"CAIXA PAPELAO N. 37 O.D. 380X380X350, Quantidade: 2"
"CAIXA PAPELAO N. 36 O.S. 400 X 250 X 80, Quantidade: 2"
"CAIXA PAPELAO N. 35 O.S. 300X250X145, Quantidade: 2"
"CAIXA PAPELAO N. 34 O.D. 890X 470 X165, Quantidade: 2"
"CAIXA PAPELAO N. 33 O.D. 400 X 300 X 147, Quantidade: 2"
"CAIXA PAPELAO N. 32 O.D. 726X506X350 - 1041 GRAMAS, Quantidade: 2"
"CAIXA PAPELAO N. 31 O.D. 460X460X250, Quantidade: 2"
"CAIXA PAPELAO N. 29 O.D. 836X654X415 - 1041 GRAMAS, Quantidade: 2"
"CAIXA PAPELAO N. 27 O.D. 836X654X565, Quantidade: 2"
"CAIXA PAPELAO N. 26 O.D. 468X468X102, Quantidade: 2"
"CAIXA PAPELAO N. 25 O.D. 468X468X162, Quantidade: 2"
"LUVA LATEX MAXIGRIP DANNY - CA 11408 - TAM 9 (G), Quantidade: 2"
"LUVA PROCED.CIRURGICO NITRILICA PAN SAF AZUL TAM.M (CX C/50 PARES)C.A26087, Quantidade: 2"
"601.0267-0-LUVA TRICOTADA COM FIOS DE HELENCA LUVA TRICOTADA COM FIOS DE HELENCA, Quantidade: 2"
"LUVA NITRILICA, Quantidade: 2"
"USO ML LUVA DE VINIL S/PO TAM. M C/100, Quantidade: 2"
"USO ML LUVA DE VINIL S/PO TAM.G C/100, Quantidade: 2"
"USO ML LUVA DESCART.PCT C/100, Quantidade: 2"
"LUVA TERMICA POWERFLEX VERDE M SSMA, Quantidade: 2"
"LUVA PROCEDIMENTO VOLCK, Quantidade: 2"
"LUVA PIGMENTADA 1PAR, Quantidade: 2"
"LUVA FORRADA AMARELA TAM P, Quantidade: 2"
"PAPEL PROOFTECH SATIN 225G ECO-SOLV 610 MM X 30M, Quantidade: 2"
"LUVA FORRADA AMARELA TAM M, Quantidade: 2"
"LUVA CIRURGICA TAM M, Quantidade: 2"
"RL PAPEL ULTRAPPROOF SATIN 195 43CMX30M ROLO DE PAPEL ULTRAPPROOF SATIN 195 43CM X 30M, Quantidade: 2"
"PAPEL TERMICO P/ FAX 216X30 M PAPEL TERMICO PARA FAX 216 X 30 M, Quantidade: 2"
"PAPEL SILICONIZADO 58GR 1000MM LARG 50M PAPEL SILICONIZADO 58GR L1 COD 405 LARGURA 1000MM COMPRIMENTO 50M, Quantidade: 2"
"PAPEL SAPHIRA PREMIUM 60X50M SU15.60011X PAPEL SAPHIRA PREMIUM SEMI MATE 60X50M SU15.60011X, Quantidade: 2"
"USO ML LUVA DE VINIL S/PO TAM.M PCT C/100, Quantidade: 2"
"USO ML LUVA DE VINIL TALGE S/PO TAM.M PCT C/100, Quantidade: 2"
"USO ML LUVA TERMICA CANO LONG.GRAF.50CM, Quantidade: 2"
"LUVA LATEX FORRADA TAM 8 M MULTIUSO VOLK CA 10695, Quantidade: 2"
"LUVA LATEX FORRADA TAM 9 G MULTIUSO VOLK CA 10695, Quantidade: 2"
"LUVA LATEX P/ PROCEDIMENTO TAM M CX C/100 SUPERMAX, Quantidade: 2"
"LUVA LATEX P/ PROCEDIMENTO TAM P CX C/100 SUPERMAX, Quantidade: 2"
"LUVA NITRILICA PROMAT TAM P BI NEOMIX AZUL/AMARELA, Quantidade: 2"
"LUVA ORION 25 KV P/ ELETRECISTA CLAS 00 Marca: - Modelo: - Cor: - Tamanho:, Quantidade: 2"
"LUVA PARA SOLDA, Quantidade: 2"
"LUVA PARA SOLDA Marca: - Modelo: - Cor: - Tamanho:, Quantidade: 2"
"LUVA PVC BOCAL 800MMX450MM DIREITA T9 1/2 HANDSCHUHE CA1171, Quantidade: 2"
"LUVA RORHUAN TRICOTADA BR 6FIOS 4A+2P TAM 8 CA37404, Quantidade: 2"
"LUVA VERSATOUCH LATEX CA 24060-9 MARCA ANSELL, Quantidade: 2"
"LUVA VERSATOUCH LATEX CA 34060-7 MARCA ANSELL, Quantidade: 2"
"o- LUVA CORRUGADA COM LATEX CA 12509 Nº CI: - PRODUTO/SERVIÇO: LUVA CORRUGADA COM LATEX CA 12509 - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"o- LUVA DE LATEX P Nº CI: - PRODUTO/SERVIÇO: LUVA DE LATEX P - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"PAPEL SAPHIRA PREMIUM 17X30M SU15.17011X PAPEL SAPHIRA PREMIUM SEMI MATE 17X30M SU15.17011X, Quantidade: 2"
"PAPEL JUNTA VELOMOIDE 16MM, Quantidade: 2"
"o- LUVA DE LATEX TAMANHO G NEOPREME Nº CI: - PRODUTO/SERVIÇO: LUVA DE LATEX TAMANHO G NEOPREME - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"PAPEL A3 BRANCO 75G/M² 297x420MM COMO MATERIA PRIMA COM A UNIDADE DE MEDIDA PEÇA - INDIVIDUAL - ITEM TRANSFERIDO DO 186.0141-0 QUE VEM COM 500 PÇ - IMPLANTADO DEVIDO A ITEM DE USO E CONSUMO NAO PODER SER USADO COMO MATERIA PRIMA - ERRO NO BLOCO K., Quantidade: 2"
"Etiqueta tamanho 220mmX80mm em papel BOPP auto colante., Quantidade: 2"
"PAPEL OPACO PRINT 915MM X 50MT PARA PLOTTER PAPEL OPACO PR 36"", Quantidade: 2"
"PAPEL MILIMETRADO ROMITEC BLOCO COM 25 FOLHAS PAPEL MILIMIDRADO, Quantidade: 2"
"PAPEL CREPADO SATURADO COM ADESIVO A BASE DE BORRACHA NATURAL E RESINAS SEM IMPRESSAO USO EM BOBINADOS ELETRICOS 155ºC 600V FORNECIDO EM ROLO DE 38mm(L) x 50m(C). SIMILAR REFERENCIA APK 770 da ALPACK DO BRASIL., Quantidade: 2"
"PAPEL A4 BRANCO 75G/M² 210x297 COMO MATERIA PRIMA COM A UNIDADE DE MEDIDA PEÇA - INDIVIDUAL - ITEM TRANSFERIDO DO 186.0140-0 QUE VEM COM 500 PÇ - IMPLANTADO DEVIDO A ITEM DE USO E CONSUMO NAO PODER SER USADO COMO MATERIA PRIMA - ERRO NO BLOCO K., Quantidade: 2"
"PAPEL A3 P/XEROX 297X420MM 75G/M2 C/500FOLHAS MARCA HOMOLOGADA CHAMEX, Quantidade: 2"
"ETIQUETAS ADESIVAS 39 mm X 12mm 01 COLUNA PAPEL FILME BOPP FOSCO 22grs PARA APLICAÇÕES DIVERSAS (código SATO: 24LB710391), Quantidade: 2"
"PAPEL JUNTA VELOMOIDE 080MM, Quantidade: 2"
"'ETIQUETAS ADESIVAS 37 mm X 20mm 02 COLUNAS PAPEL FILME BOPP FOSCO 22grs PARA APLICAÇÕES DIVERSAS (código SATO: 24LB720371), Quantidade: 2"
"ETIQUETA PAPEL COUCHE PARA CODIGO FB16, Quantidade: 2"
"ETIQUETA PAPEL COUCHE BRANCA PARA CODIGO DE BARRAS (DIMENSOES: 25x33mm) - FORNECIDA EM ROLO. PARA IMPRESSAO DE PREÇOS DA HAVAN., Quantidade: 2"
"ETIQUETA PAPEL COUCHE BRANCA PARA CODIGO DE BARRAS (DIMENSOES: 11x32mm) - FORNECIDA EM ROLO. PARA IMPRESSAO DE PREÇOS DA HAVAN., Quantidade: 2"
"ETIQUETA ADVERTENCIA - USE VARETA DE OLEO - TRILINGUE EM PAPEL OFF-SET 240 GRAMAS COM IMPRESSÃO CONFORME DESENHO NAS MEDIDAS DE 140 X 50 mm., Quantidade: 2"
"CONJUNTO DE ADESIVOS PARA GERADOR S2500MG SOMAR CONTENDO 04 ADESIVOS SENDO: 02 ADESIVOS FRONTAIS ""GERADOR S2500MG SOMAR BY SCHULZ"" 01 ADESIVO LATERAL ""ENDERECO"" 01 ADESIVO LATERAL ""ESPECIFICACOES DO PRODUTO"". AUTO-ADESIVO LAMINA PLANA IMPRESSAO DIGITAL TAMANHO A4 (210 X 297 MM) MATERIAL PAPEL ADESIVO BRANCO BRILHANTE COM INSCRICOES EM PRETO. *CONFORME O DESENHO*, Quantidade: 2"
"PAPEL FOTOGRÁFICO, Quantidade: 2"
"BOBINA DE PAPEL TERMICO, Quantidade: 2"
"BOBINA PAPEL TERMICO 360M X 58MM, Quantidade: 2"
"JUNTA DE PAPELÃO 1/16 X 1000, Quantidade: 2"
"JUNTA DE PAPELÃO 1/16 X 1000 X 1200, Quantidade: 2"
"JUNTA DE PAPELÃO 1.6 SILENCIOSO GERADOR, Quantidade: 2"
"JUNTA DE PAPELÃO 1.6 X 800 X 800MM, Quantidade: 2"
"PAPELAO (VELUMOID), Quantidade: 2"
"PAPELÃO VELUMOIDE (160) 1/16, Quantidade: 2"
"PAPEL VERGE, Quantidade: 2"
"BOBINA DE PAPEL C/ 360 M P/ COLETOR BOBINA DE PAPEL COM 360 METROS PARA COLETOR TELEMÁTICA CÓDIN REP 2000, Quantidade: 2"
"BOBINA DE PAPEL P/ COLETOR TELEMATICA BOBINA DE PAPEL PARA COLETOR TELEMÁTICA CODIN REP 200 0 C/ 300 METROS, Quantidade: 2"
"BOBINA DE PAPEL P/ RELOGIO PONTO CODIN R BOBINA DE PAPEL PARA RELOGIO PONTO CODIN REP 2000 150MTS, Quantidade: 2"
"BOBINA PAPEL TERMICO P/ FAX BOBINA PAPEL TERMICO PARA FAX, Quantidade: 2"
"BOBINA TERM AUTOPAPEL LARG 80MM ROSA BOBINA TERMICA AUTOPAPEL LARG 80MM ROSA, Quantidade: 2"
"PAPEL GUAMOTOR ESPESSURA 030MM, Quantidade: 2"
"PAPEL JUNTA VELOMOIDE 05MM, Quantidade: 2"
"o- LUVA DE LATEX TAMANHO G NATURAL COM NEOPREME Nº CI: - PRODUTO/SERVIÇO: LUVA DE LATEX TAMANHO G NATURAL COM NEOPREME - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"o- LUVA DE LATEX TAMANHO M NATURAL COM NEOPREME Nº CI: - PRODUTO/SERVIÇO: LUVA DE LATEX TAMANHO M NATURAL COM NEOPREME - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"601.0204-0 / R-LUVA C/ BANHO NITRILICO PUNHO LONA, Quantidade: 2"
"LUVA NITRIL PRO 899 MUCAMBO AZUL T. XG 9, Quantidade: 2"
"LUVA P/ PROCEDIMENTO CIRURGICO TAMANHO P (CX C/ 50 PARES), Quantidade: 2"
"LUVA P/ PROCEDIMENTO CIRURGICO TAMANHO M CX (CX C/ 50 PARES), Quantidade: 2"
"LUVA P/ PROCEDIMENTO CIRURGICO TAMANHO G (CX C/ 50 PARES), Quantidade: 2"
"LUVA P/ PROCED.CIRURGICO NITRILICA AZUL TAM. G (CX C/ 50 PARES)( C.A 26087), Quantidade: 2"
"LUVA P/JATISTA (MAQUINA JATEAR MOLDE), Quantidade: 2"
"LUVA P/ ELETRICISTA ORION 25KV CLASS - CA 2178, Quantidade: 2"
"LUVA NITRIL PRO 899 MUCAMBO AZUL T. MEDIO 7, Quantidade: 2"
"LUVA LATÉX TAMANHO P (ECO), Quantidade: 2"
"LUVA NITRIL PRO 899 MUCAMBO AZUL T. GRANDE 8, Quantidade: 2"
"LUVA NITRILICA VERDE TAM. M (8), Quantidade: 2"
"LUVA NITRILICA VERDE TAM. G (9), Quantidade: 2"
"LUVA NITRILICA TAMANHO P (ECO), Quantidade: 2"
"LUVA NITRILICA TAMANHO M (ECO), Quantidade: 2"
"LUVA NITRIFULL (PRETA) TAM:9, Quantidade: 2"
"204.0536-0-CAIXA DE PAPELÃO MICROONDULADO PLASTIFICADO IMPRESSÃO: QUATRO CORES MEDIDAS EXTERNAS: C:275 X L:100 X A:155MM UTILIZADO NOS PRODUTOS: 929-0032-0 E 929.0033-0, Quantidade: 2"
"LUVA PROCEDIMENTO CIRURGICO XG, Quantidade: 2"
"LUVA PRONYL (CINZA) TAM:9, Quantidade: 2"
"LUVA SENSILITE GLOBAL PRETA TAM GG -10, Quantidade: 2"
"LUVA 1522 GRAFATEX KEVLAR PUNHO RASPA 20CM (CA6407), Quantidade: 2"
"LUVA LATEX VERNIZ SILVER AMARELO VOLK 8M (CA16312), Quantidade: 2"
"LUVA NITRIL FULL VOLK G (CA 25280), Quantidade: 2"
"LUVA NITRILICA C/F ALG TAMANHO G (CA 25176), Quantidade: 2"
"LUVA NITRILICA C/F ALG TAMANHO M (CA 25176), Quantidade: 2"
"LUVA P/ CORTE VOLK TAMANHO 6 (CA37266), Quantidade: 2"
"LUVA P/ CORTE VOLK TAMANHO 7 (CA37266), Quantidade: 2"
"LUVA PROTECAO MECANICA NYLON NITRILICA TAMANHO 8 (HYFLEX 11840 ANSELL) (CA33392)40 ANSELL) (CA33392), Quantidade: 2"
"LUVA PROTECAO MECANICA NYLON NITRILICA TAMANHO 9 (HYFLEX 11840 ANSELL) (CA33392)40 ANSELL) (CA33392), Quantidade: 2"
"LUVA TERMICA 15CM KL (CA46328), Quantidade: 2"
"LUVA DE SEGURANCA MAXIDRY TOTAL TAM G CA 32640 MARCA:DANNY, Quantidade: 2"
"LUVA DE SEGURANCA MAXIDRY TOTAL TAM M CA 32640 MARCA:DANNY, Quantidade: 2"
"601.0204-0-LUVA C/ BANHO NITRILICO PUNHO EM LONA TAM 9 (G) LUVA C/ BANHO NITRILICO PUNHO LONA, Quantidade: 2"
"LUVA NBR T 9 XG, Quantidade: 2"
"LUVA LATEX LARANJA 208 CA12869- ANGEL TAM. XG (10), Quantidade: 2"
"o- LUVA DE LATEX TAMANHO M NEOPREME Nº CI: - PRODUTO/SERVIÇO: LUVA DE LATEX TAMANHO M NEOPREME - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"o- LUVA ISOLANTE DE BORRACHA-TENSÃO 500VPRETACOM ARLA10 C Nº CI: - PRODUTO/SERVIÇO: LUVA ISOLANTE DE BORRACHA-TENSÃO 500VPRETACOM ARLA10 CM. - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"LUVA VINIL VOLK TAM 8(M) S/ AMIDO, Quantidade: 2"
"LUVA VINIL VOLK TAM 7(P) S/ AMIDO - Cor: COR UNICA LUVA DE SEGURANÇA - ESPECIFICAÇÕES - CA: 21.088 / REGISTRO ANVISA Nº 80189110002 - COMPRIMENTO: 24CM - TAMANHOS: 7(P) - USO: DESCARTÁVEL - FORMATO: AMBIDESTRO - ACABAMENTO INTERNO: SEM TALCO/ CLORINADO - PUNHO: VIROLA - APRESENTACAO: CAIXA COM 100 UNIDADES - MATERIAL: RESINA VINÍLICA - FABRICANTE: VOLK, Quantidade: 2"
"LUVA VINIL VOLK TAM 7(P) S/ AMIDO, Quantidade: 2"
"Luva tricotada nylon microfoam 3/4 - M LUVA TRICOTADA - CA: 37.168 - TAMANHO: M - ESTRUTURA: SUPORTE TEXTIL - MODELO DA ESTRUTURA: TRICOTADO - MATERIAL SUPORTE: NYLON E SPANDEX - PUNHO: TRICOTADO, Quantidade: 2"
"LUVA ANTICORTE EPITEC MOD 704 TAM 7 - Cor: COR UNICA LUVA - DESCRICAO: LUVA DE SEGURANÇA CONFECCIONADA EM SUPORTE TEXTIL EM HPPE BANHO EM PU NA PALMA FACE PALMAR DOS DEDOS E PONTAS DO DEDOS PUNHO ELASTICO. - COMPLEMENTO: ANTICORTE - UNIDADE DE MEDIDA: PAR - MARCA: EPITEC - MODELO: CA 32659 - REFERÊNCIA: 704 - APLICAÇÃO: PROTEÇÃO DAS MÃOS DO USUÁRIO CONTRA AGENTES ABRASIVOS ESCORIANTES CORTANTES - E PERFURANTES - COMPOSICAO: PU FIO TEXTIL HPPE E ELASTICO - TAMANHO: 7(P) - RESTRIÇÕES/ LIMITAÇÕES: EPI NÃO APROVADO PARA USO EM OPERAÇÕES DE SOLDAGEM E PROCESSOS SIMILARES, Quantidade: 2"
"o- LUVA NUTRILON (PAR) TAMANHO P Nº CI: - PRODUTO/SERVIÇO: LUVA NUTRILON (PAR) TAMANHO P - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"o- LUVA DE VAQUETA MANGA LONGA Nº CI: - PRODUTO/SERVIÇO: LUVA DE VAQUETA MANGA LONGA - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"LUVA LATEX LARANJA 208 CA12869- ANGEL TAM. P (7), Quantidade: 2"
"o- LUVA DE RASPA GRUPON 15 CM Nº CI: - PRODUTO/SERVIÇO: LUVA DE RASPA GRUPON 15 CM - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"o- LUVA DE RASPA GRUPON 07 CM Nº CI: - PRODUTO/SERVIÇO: LUVA DE RASPA GRUPON 07 CM - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"o- LUVA DE PVC PALMA ASPERA 56CM Nº CI: - PRODUTO/SERVIÇO: LUVA DE PVC PALMA ASPERA 56CM - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"o- LUVA DE PVC 56CM LISA Nº CI: - PRODUTO/SERVIÇO: LUVA DE PVC 56CM LISA - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"o- LUVA DE NITRILON (PAR) Nº CI: - PRODUTO/SERVIÇO: LUVA DE NITRILON (PAR) - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"o- LUVA DE LATEX TAMANHO P NEOPREME Nº CI: - PRODUTO/SERVIÇO: LUVA DE LATEX TAMANHO P NEOPREME - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: GRP: - GRS: - DESCRIÇÃO COMPLEMENTAR:, Quantidade: 2"
"LUVA VINIL VOLK TAM 8(M) S/ AMIDO - Cor: COR UNICA LUVA DE SEGURANÇA - ESPECIFICAÇÕES - CA: 21.088 / REGISTRO ANVISA Nº 80189110002 - COMPRIMENTO: 24CM - TAMANHOS: 8(M) - USO: DESCARTÁVEL - FORMATO: AMBIDESTRO - ACABAMENTO INTERNO: SEM TALCO/ CLORINADO - PUNHO: VIROLA - APRESENTACAO: CAIXA COM 100 UNIDADES - MATERIAL: RESINA VINÍLICA - FABRICANTE: VOLK, Quantidade: 2"
"LUVA COM ISOLAÇAO P/ ALTA TENSAO COM CERTIFICADO (MANOBRA DA VARA), Quantidade: 2"
"LUVA DE CANO LONGO PVC VERDE, Quantidade: 2"
"LUVA DE LATEX/ NEOPRENE DUO-MIX 405 TAM. G ( 9), Quantidade: 2"
"LUVA DE LATEX/ NEOPRENE DUO-MIX 405 TAM. GG (10), Quantidade: 2"
"LUVA DE LATEX/ NEOPRENE DUO-MIX 405 TAM. M (8), Quantidade: 2"
"LUVA DE LATEX/ NEOPRENE DUO-MIX 405 TAM. P (7), Quantidade: 2"
"LUVA DE LATEX/ NEOPRENE TAMANHO M (ECO), Quantidade: 2"
"LUVA DE LATEX NEOPRENE TAMANHO P (ECO), Quantidade: 2"
"LUVA DE LATEX SANRO TP FORRADA TAM. G, Quantidade: 2"
"LUVA DE LATEX SANRO TP FORRADA TAM. XG, Quantidade: 2"
"LUVA DE MALHA PIGMEMTADA( C.A 30920), Quantidade: 2"
"LUVA DE SEGURANCA EDGE 48.500, Quantidade: 2"
"LUVA LATEX DANY MARC.LONGATEX CODIGO.2020 TAM. G (9), Quantidade: 2"
"LUVA LATEX DANY MARC.LONGATEX CODIGO.2020 TAM. M (8), Quantidade: 2"
"LUVA LATEX LARANJA 208 CA12869- ANGEL TAM. G (8), Quantidade: 2"
"LUVA LATEX LARANJA 208 CA12869- ANGEL TAM. M (9), Quantidade: 2"
"204.0535-0-CAIXA DE PAPELÃO MICROONDULADO PLASTIFICADO IMPRESSÃO: QUATRO CORES MEDIDAS EXTERNAS: C:270 X L:100 X A:155MM UTILIZADO NOS PRODUTOS: 929-0030-0 E 929.0031-0, Quantidade: 2"
"204.0845-0-CAIXA DE PAPELAO PARA MOTOESMERIL SCHULZ 8 POLEGADAS PARDA COM MEDIDAS EXTERNAS DE C= 475 mm X L= 310 mm X A= 340 mm MATERIAL: KRAFT KRAFT DUPLEX E PAPELAO ONDA B FECHAMENTO: SUPERIOR E INFERIOR COM ABAS TRANSPASSADA. IMPRESSAO: MONOCROMATICO UTILIZADO NOS PRODUTOS CODIGOS: 10011021 E 10011022 - MOTOESMERIL 8"" - 127-220V BOX BLACK AND WHITE EXTERNAL SIZE C= 475 mm X L= 310 mm X A= 340 mm MATERIAL: KRAFT KRAFT 40.5 GR/M2 AND PAPEL TYPE WAVE BC PRINTING: BLACK, Quantidade: 2"
"204.0543-0-CAIXA DE PAPELAO PARA ASPIRADOR DE PO PORTÁTIL ELEKTRO 600 W COMPACT TENSAO DE 127V E 220V MEDIDAS INTERNAS DE C=315mm X L= 220mm X A=220mm MATERIAL: CARTAO DUPLEX DE 250 A 300GR/M2 E PAPELAO ONDA BC FECHAMENTO: INFERIOR E SUPERIOR TIPO MALETA SIMPLES COM FITA TRANSPARENTE. IMPRESSAO: EM QUATRO CORES + PLASTIFICADO UTILIZADO NOS PRODUTOS 925.0054-0 - 925.0055-0, Quantidade: 2"
"LUVA ELETRODUTO PVC 3/4 CINZA, Quantidade: 2"
"Colmeia de papelao (Onda dupla - 1180x780x300) Utilizada para o item 710.0778-0 (MS-208.149) Colmeia de papelao (Onda dupla - 1180x780x300), Quantidade: 2"
"CHAPA DE PAPELAO ONDA DUPLA NAS MEDIDAS DE 590 X 400 mm COM DOIS VINCOS SEPARADOS A 90 mm NO CENTRO DA CHAPA NO SENTIDO DE 400 mm. CHAPA PAPELAO 590 X 400 mm, Quantidade: 2"
"CHAPA DE PAPELAO (DIMENSOES: 900mm x 900mm), Quantidade: 2"
"CHAPA DE PAPELAO 560 X 360, Quantidade: 2"
"RESIDUOS DE PAPELAO, Quantidade: 2"
"PAPEL CREPON, Quantidade: 2"
"TABULEIRO PAPELAO N. 23 O.S. 445X445X0, Quantidade: 2"
"RESIDUO DE PAPEL NAO SELECIONADOS Marca: - Modelo: - Cor: - Tamanho:, Quantidade: 2"
"USO ME PERFURADOR DE PAPEL, Quantidade: 2"
"USO ME PAPEL VERGE CERTIF.LISO A4 180G BRANCA C/50, Quantidade: 2"
"USO ME PAPEL VERGE CERTIFICADO A4 180G CREME C/50, Quantidade: 2"
"USO ME PAPEL VERGE CERT.A4 180G VERDE TURMAL.C/50, Quantidade: 2"
"USO ME PAPEL VERGE CERT. A4 180G VERDE TURMAL C/50, Quantidade: 2"
"USO ME FITA DUPLA FACE PAPEL 18X30, Quantidade: 2"
"JUNTA DE PAPEL DA TAMPA FRO, Quantidade: 2"
"Colmeia de papelao (Onda simples- 770 x 85 x 3mm) Utilizada para oitem 710.0781-0 (MS-208.152) Colmeia de papelao (Onda simples- 770 x 85 x 3mm), Quantidade: 2"
"Divisória de papelão (700x1150x6) - Aplicação container JD RC13870, Quantidade: 2"
"REFORCO DE PAPELAO PARA CAIXA DO MS23 AIR PLUS CONFECCIONADO EM PAPELAO ONDULADO ONDA DUPLA GRAMATURA XXX GRAMAS + OU - 20 GRAMAS COM CORTE DE VINCO. REFORCO DE PAPELAO PARA MS23 AIR PLUS 920.1112-0, Quantidade: 2"
"LUVA ELETRODUTO PVC 1/2 CINZA, Quantidade: 2"
"LUVA ELETRODUTO PVC 1 VERMELHO, Quantidade: 2"
"LUVA ELETRODUTO PVC 1 PRETO, Quantidade: 2"
"LUVA ELETRODUTO PVC 1 CINZA, Quantidade: 2"
"LUVA ELETRODUTO PVC 1 BRANCO, Quantidade: 2"
"LUVA ELETRODUTO PVC 1/2 VERMELHO, Quantidade: 2"
"LUVA ELETRODUTO PVC 1/2 PRETO, Quantidade: 2"
"LUVA ELETRODUTO PVC 1/2 BRANCO, Quantidade: 2"
"RESIDUO DE PAPELAO RECICLAVEL RESIDUO DE PAPELAO RECICLAVEL (RESIDUO) PAPELAO RECICLAVEL, Quantidade: 2"
"GALV. LUVA Y 2, Quantidade: 2"
"GALV. LUVA 1.1/2, Quantidade: 2"
"GALV. LUVA 1, Quantidade: 2"
"TABULEIRO DE PAPELÃO UTILIZADO PARA REFORÇAR O FUNDO DA CAIXA DE PAPELÃO NR5 204.0205-0 MEDIDAS: 355 X 355MM ONDA BC KRAFT/KRAFT, Quantidade: 2"
